35.168986,-111.58541999999998,19,-0.5,0,9.25,0,85.126,0
35.193903999999996,-111.58541999999998,19,-0.5,0,9.25,0,85.126,0
35.193903999999996,-111.66453999999997,19,-1.5,0,8.75,0,78.578,0
35.144068,-111.54585999999999,19,0,0,9.5,0,85.126,0
35.144068,-111.58541999999998,18.5,-0.5,0,9,0,85.126,0
35.218821999999996,-111.54585999999999,19,0,0,9.5,0,85.126,0
35.144068,-111.66453999999997,19,-1,0,9,0,85.126,0
35.168986,-111.54585999999999,19,0,0,9.5,0,85.126,0
35.193903999999996,-111.54585999999999,19,0,0,9.5,0,85.126,0
35.144068,-111.62497999999998,19,-1,0,9,0,85.126,0
35.218821999999996,-111.66453999999997,18.5,-1.5,0,8.5,0,78.578,0
35.193903999999996,-111.62497999999998,19,-1,0,9,0,78.578,0
35.218821999999996,-111.58541999999998,19,-1,0,9,0,78.578,0
35.193903999999996,-111.5063,19,0.5,0,9.75,0,85.126,0
35.11915,-111.66453999999997,19,-0.5,0,9.25,0,91.674,0
35.11915,-111.58541999999998,18.5,0,0,9.25,0,91.674,0
35.144068,-111.5063,19,0.5,0,9.75,0,85.126,0
35.11915,-111.54585999999999,18.5,0,0,9.25,0,91.674,0
35.218821999999996,-111.5063,19,0.5,0,9.75,0,91.674,0
35.11915,-111.62497999999998,19,-0.5,0,9.25,0,85.126,0
35.168986,-111.66453999999997,19.5,-1.5,0,9,0,78.578,0
35.218821999999996,-111.62497999999998,19,-1,0,9,0,78.578,0
35.11915,-111.5063,18.5,0.5,0,9.5,0,91.674,0
35.168986,-111.62497999999998,19,-1,0,9,0,85.126,0
35.168986,-111.5063,19.5,0.5,0,10,0,85.126,0
